"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","hrmode","u_hrmode","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"Ref_NormBias","mu=4.5",-2,TRUE,0.83349,0.02,-0.047803,0.033,1.0395,0.022,0,0.17,0.11243,0.063,2.7931,0.11,-0.073682,0.12,2.0168,0.051,0.41452,0.008,0.8211,0.018,0.30392,0.0068
"Ref_NormBias","mu=5",-2,TRUE,0.78036,0.019,0.033728,0.031,0.97973,0.024,0,0.2,-0.034364,0.088,3.1175,0.19,-0.053032,0.11,1.9029,0.046,0.41484,0.0084,0.83865,0.018,0.30123,0.0069
"Ref_Student","df=1",-2,TRUE,6.6082,1.8,1.064,1.9,58.379,23,0,0.21,21.471,11,606.46,210,11.21,2.2,14.939,2.3,0.86301,0.037,1.0965,0.014,0.72247,0.05
"Ref_Student","df=2",-2,TRUE,1.4215,0.086,0.23743,0.098,3.1192,0.53,0,0.12,-2.2786,4.7,123.84,40,2.2902,0.39,4.5735,0.27,0.57964,0.021,0.99807,0.027,0.42,0.016
"Ref_Student","df=3",-2,TRUE,1.1073,0.055,0.077225,0.064,2.0425,0.45,-1.7347e-18,0.21,9.9333,4.9,214.16,96,1.2749,0.22,3.1642,0.14,0.50515,0.019,0.9282,0.033,0.36447,0.013
"Ref_Student","df=4",-2,TRUE,1.0907,0.036,0.5287,0.047,1.4933,0.095,-5.5511e-17,0.23,1.5145,0.73,16.744,5,0.79183,0.2,3.0203,0.13,0.48155,0.012,0.91759,0.02,0.34836,0.0085
"Ref_Student","df=5",-2,TRUE,0.91489,0.028,-0.16198,0.043,1.2801,0.086,-1.3878e-17,0.26,1.1565,1.1,19.674,9.6,0.5244,0.21,2.4478,0.12,0.45863,0.012,0.90032,0.019,0.33064,0.0086
"Ref_Student","df=6",-2,TRUE,0.97917,0.026,-0.45573,0.035,1.1744,0.032,0,0.3,0.13346,0.12,3.8497,0.31,0.29315,0.14,2.5385,0.075,0.43603,0.0086,0.84466,0.018,0.31735,0.0072
"Ref_Student","df=7",-2,TRUE,0.87986,0.023,-0.1158,0.035,1.1309,0.03,0,0.26,0.030901,0.13,3.9062,0.3,0.31658,0.15,2.3187,0.093,0.43204,0.0084,0.8916,0.018,0.31234,0.0067
"Ref_Student","df=8",-2,TRUE,0.87628,0.025,-0.10884,0.036,1.1653,0.039,0,0.15,0.3173,0.22,5.3394,0.72,0.53455,0.17,2.3025,0.096,0.4538,0.0093,0.87609,0.019,0.32882,0.0075
"Ref_Student","df=9",-2,TRUE,0.87017,0.023,0.087655,0.036,1.1233,0.03,0,0.17,0.029496,0.13,3.9053,0.43,0.27271,0.14,2.2968,0.091,0.43648,0.009,0.86306,0.019,0.3161,0.0074
"Ref_Student","df=10",-2,TRUE,0.91654,0.024,0.43307,0.036,1.0933,0.03,0,0.38,-0.16786,0.13,3.8881,0.33,0.22633,0.17,2.3415,0.06,0.434,0.0084,0.88034,0.019,0.31577,0.0069
"Ref_Student","df=20",-2,TRUE,0.86694,0.021,0.11359,0.035,1.0836,0.025,0,0.16,0.029006,0.086,3.1152,0.17,-0.019001,0.12,2.1827,0.064,0.41496,0.0086,0.81344,0.018,0.3007,0.0071
"Ref_Student","df=50",-2,TRUE,0.82822,0.02,0.1597,0.032,1.0276,0.023,1.3878e-17,0.28,-0.017722,0.08,3.0342,0.15,-0.040583,0.11,2.0139,0.061,0.41539,0.008,0.84907,0.017,0.30293,0.0066
"Ref_Student","df=100",-2,TRUE,0.79408,0.02,0.040716,0.031,1.0107,0.024,0,0.14,0.15784,0.081,3.1601,0.16,0.15213,0.14,1.976,0.057,0.43052,0.008,0.82946,0.018,0.31718,0.0068
"Ref_StudentBias1","df=1",-2,TRUE,4.5636,1.1,-0.62322,1,32.9,13,-5.5511e-17,0.21,-21.679,8,567.44,200,8.9882,1.5,11.942,1.5,0.81017,0.04,1.1006,0.017,0.65381,0.048
"Ref_StudentBias1","df=2",-2,TRUE,1.368,0.061,-0.21961,0.071,2.3386,0.16,0,0.34,-0.4658,0.79,19.119,3.6,2.6496,0.49,4.3256,0.37,0.55239,0.014,0.99347,0.023,0.39981,0.011
"Ref_StudentBias1","df=3",-2,TRUE,1.152,0.039,0.21866,0.051,1.6673,0.073,0,0.17,-0.41569,0.35,8.8959,1.3,1.3783,0.26,3.4077,0.15,0.50421,0.01,0.89164,0.018,0.369,0.0083
"Ref_StudentBias1","df=4",-2,TRUE,1.0296,0.034,0.11641,0.046,1.4588,0.072,-5.5511e-17,0.24,0.21149,0.5,10.278,2.3,0.85304,0.21,2.8357,0.16,0.47417,0.011,0.93245,0.02,0.34126,0.0082
"Ref_StudentBias1","df=5",-2,TRUE,0.96167,0.03,0.34765,0.041,1.3097,0.066,0,0.34,0.28578,0.62,11.378,3.3,0.9157,0.17,2.6494,0.12,0.47272,0.011,0.92822,0.019,0.34374,0.0079
"Ref_StudentBias1","df=6",-2,TRUE,0.93081,0.025,-0.163,0.038,1.2296,0.036,0,0.24,0.22981,0.14,4.4245,0.33,0.73539,0.2,2.5516,0.1,0.46037,0.0087,0.87989,0.018,0.33761,0.0072
"Ref_StudentBias1","df=7",-2,TRUE,0.96615,0.025,0.41498,0.039,1.1756,0.031,0,0.3,0.11261,0.11,3.7546,0.26,0.34967,0.14,2.4761,0.11,0.43523,0.0088,0.84442,0.017,0.31505,0.0074
"Ref_StudentBias1","df=8",-2,TRUE,0.89535,0.024,-0.010429,0.036,1.1732,0.035,0,0.18,-0.31616,0.17,4.4153,0.68,0.40184,0.15,2.356,0.074,0.44392,0.0088,0.87802,0.018,0.32288,0.0071
"Ref_StudentBias1","df=9",-2,TRUE,0.90528,0.022,0.30321,0.035,1.1232,0.027,-5.5511e-17,0.23,-0.12218,0.11,3.6029,0.25,0.24387,0.14,2.3584,0.078,0.4356,0.0082,0.86073,0.019,0.31772,0.0069
"Ref_StudentBias1","df=10",-2,TRUE,0.88637,0.023,-0.26396,0.035,1.1151,0.03,1.1102e-16,0.32,-0.24491,0.099,3.5927,0.21,0.44162,0.15,2.248,0.084,0.43642,0.0085,0.86137,0.019,0.31716,0.0069
"Ref_StudentBias1","df=20",-2,TRUE,0.8132,0.021,-0.022071,0.032,1.0333,0.025,0,0.15,-0.022115,0.095,3.3231,0.18,-0.035461,0.12,1.9469,0.068,0.42395,0.0084,0.84942,0.019,0.30853,0.0069
"Ref_StudentBias1","df=50",-2,TRUE,0.82118,0.02,0.13663,0.032,1.0216,0.024,0,0.23,-0.044889,0.081,3.0811,0.16,-0.047025,0.12,2.0474,0.063,0.41457,0.0087,0.83046,0.02,0.30009,0.0072
"Ref_StudentBias1","df=100",-2,TRUE,0.78788,0.021,-0.024385,0.032,1.0198,0.026,0,0.21,-0.12879,0.09,3.4677,0.17,0.49135,0.15,2.1137,0.081,0.4406,0.0081,0.87823,0.019,0.32313,0.0067
"Ref_StudentBias2","df=1",-2,TRUE,3.6204,0.77,0.57405,0.78,24.437,12,0,0.098,27.788,12,842.73,350,10.68,1.7,13.362,1.7,0.76891,0.044,1.0711,0.026,0.6045,0.046
"Ref_StudentBias2","df=2",-2,TRUE,1.5258,0.18,-0.54686,0.18,5.7645,2.5,2.2204e-16,0.29,-24.203,10,697.8,290,1.8728,0.42,3.9135,0.3,0.57787,0.044,1.0298,0.048,0.41329,0.034
"Ref_StudentBias2","df=3",-2,TRUE,1.074,0.04,0.11348,0.052,1.665,0.13,0,0.24,2.0279,1.2,27.771,10,1.0783,0.25,3.096,0.15,0.49186,0.014,0.94657,0.022,0.35081,0.01
"Ref_StudentBias2","df=4",-2,TRUE,1.0623,0.033,-0.35492,0.044,1.4422,0.056,-2.2204e-16,0.27,-0.13674,0.3,7.2664,1,1.1827,0.27,3.0988,0.16,0.47464,0.0098,0.91063,0.019,0.34149,0.0079
"Ref_StudentBias2","df=5",-2,TRUE,0.96985,0.027,0.18561,0.041,1.2979,0.044,1.1102e-16,0.29,-0.02798,0.24,5.7409,0.81,0.70249,0.21,2.6377,0.12,0.45864,0.0094,0.87633,0.019,0.33182,0.0074
"Ref_StudentBias2","df=6",-2,TRUE,0.94503,0.024,-0.16901,0.04,1.2138,0.04,0,0.21,-0.29803,0.28,5.2735,1.6,0.06637,0.14,2.3158,0.074,0.43024,0.0091,0.84662,0.018,0.31196,0.0071
"Ref_StudentBias2","df=7",-2,TRUE,0.90009,0.024,-0.22282,0.036,1.1745,0.036,-2.2204e-16,0.14,-0.19382,0.18,4.8695,0.57,0.47838,0.19,2.2966,0.087,0.45128,0.0092,0.88314,0.018,0.326,0.0073
"Ref_StudentBias2","df=8",-2,TRUE,0.88506,0.025,-0.15503,0.036,1.17,0.039,0,0.18,-0.37743,0.21,5.1154,0.91,0.4813,0.16,2.38,0.12,0.45131,0.009,0.8744,0.018,0.32632,0.0072
"Ref_StudentBias2","df=9",-2,TRUE,0.90193,0.023,0.30209,0.037,1.1343,0.029,-1.1102e-16,0.29,0.060138,0.11,3.7717,0.27,0.38228,0.15,2.3772,0.091,0.44356,0.0083,0.90918,0.018,0.32465,0.0068
"Ref_StudentBias2","df=10",-2,TRUE,0.86887,0.022,0.002627,0.036,1.1083,0.028,0,0.22,0.058648,0.11,3.4938,0.24,0.17926,0.12,2.2275,0.067,0.42469,0.0087,0.8677,0.019,0.30874,0.0071
"Ref_StudentBias2","df=20",-2,TRUE,0.83922,0.021,0.33319,0.033,1.0255,0.026,-1.1102e-16,0.23,0.036006,0.11,3.5539,0.32,0.11694,0.13,2.1762,0.074,0.43341,0.0085,0.8775,0.018,0.31588,0.007
"Ref_StudentBias2","df=50",-2,TRUE,0.82853,0.019,-0.24416,0.032,1.0148,0.022,0,0.24,-0.03993,0.072,3.0239,0.13,0.07635,0.12,1.9929,0.054,0.41932,0.0082,0.8243,0.017,0.30589,0.007
"Ref_StudentBias2","df=100",-2,TRUE,0.81588,0.02,-0.29356,0.03,0.98441,0.022,2.2204e-16,0.23,-0.049724,0.073,2.9866,0.14,0.0012641,0.12,2.0418,0.087,0.41901,0.0085,0.83553,0.018,0.30472,0.007
"Ref_GandH","g=0.1",-2,TRUE,0.79255,0.018,-0.15344,0.03,0.97853,0.022,1.3878e-17,0.23,0.33078,0.081,3.1109,0.22,-0.0087483,0.12,1.9304,0.044,0.41296,0.0078,0.83715,0.018,0.30268,0.0065
"Ref_GandH","g=0.2",-2,TRUE,0.79996,0.02,0.16793,0.031,1.0129,0.026,-6.9389e-18,0.28,0.58137,0.11,3.7688,0.42,-0.033699,0.11,2.0162,0.061,0.42424,0.0088,0.86145,0.018,0.30786,0.0069
"Ref_GandH","g=0.3",-2,TRUE,0.78946,0.023,0.23426,0.032,1.036,0.032,-6.9389e-18,0.23,1.0007,0.12,4.7115,0.49,0.1606,0.14,2.1273,0.12,0.45374,0.0097,0.89463,0.019,0.32508,0.0076
"Ref_GandH","g=0.4",-2,TRUE,0.97428,0.031,0.73694,0.036,1.1517,0.037,5.5511e-17,0.14,1.1438,0.12,4.8152,0.61,0.24355,0.15,2.9541,0.12,0.49774,0.0086,0.91429,0.018,0.36746,0.0074
"Ref_GandH","g=0.5",-2,TRUE,1.002,0.031,0.84894,0.036,1.1352,0.044,0,0.3,1.5454,0.17,7.1882,0.89,0.30178,0.2,2.8899,0.11,0.4937,0.0095,0.90749,0.018,0.36131,0.0079
"Ref_GandH","g=0.6",-2,TRUE,1.1043,0.038,1.0154,0.04,1.308,0.069,-5.5511e-17,0.2,2.2786,0.32,12.038,3,0.85475,0.24,3.4377,0.19,0.52793,0.011,0.884,0.017,0.38705,0.0086
"Ref_GandH","g=0.7",-2,TRUE,1.0934,0.041,0.99662,0.043,1.415,0.08,0,0.21,2.5986,0.34,14.285,3.1,1.0042,0.29,3.662,0.18,0.55826,0.01,0.92416,0.017,0.41662,0.0088
"Ref_GandH","g=0.8",-2,TRUE,1.0837,0.043,0.96275,0.046,1.4251,0.072,0,0.14,2.2503,0.21,10.58,1.5,0.52355,0.22,3.897,0.17,0.56923,0.0095,0.89408,0.018,0.43079,0.0082
"Ref_GandH","g=0.9",-2,TRUE,1.1641,0.054,1.0793,0.056,1.7535,0.12,5.5511e-17,0.12,3.206,0.34,18.484,3.2,1.4028,0.29,4.5219,0.28,0.61868,0.011,0.9229,0.017,0.46921,0.0096
"Ref_GandH","g=1",-2,TRUE,1.3327,0.079,1.2989,0.079,2.4528,0.39,-5.5511e-17,0.096,7.9188,1.9,106.18,38,1.8873,0.45,4.5176,0.34,0.63217,0.015,0.94887,0.02,0.47221,0.012
"Ref_GandHBias1","g=0.1",-2,TRUE,0.87324,0.022,0.39675,0.032,1.0355,0.023,-5.5511e-17,0.22,0.21976,0.073,3.0388,0.15,0.016235,0.13,2.2043,0.068,0.42406,0.0085,0.85085,0.018,0.30813,0.007
"Ref_GandHBias1","g=0.2",-2,TRUE,0.80479,0.022,0.34146,0.031,1.0244,0.028,0,0.18,0.74404,0.098,4.0659,0.31,0.41451,0.16,2.2498,0.12,0.45984,0.0091,0.88903,0.018,0.33383,0.0075
"Ref_GandHBias1","g=0.3",-2,TRUE,0.82858,0.025,0.26675,0.035,1.1343,0.053,0,0.2,1.6782,0.42,10.343,3.7,0.23127,0.15,2.3291,0.11,0.46751,0.011,0.87188,0.019,0.33692,0.0079
"Ref_GandHBias1","g=0.4",-2,TRUE,0.85887,0.027,0.43298,0.037,1.1373,0.042,0,0.28,1.415,0.2,6.547,1.4,0.36385,0.17,2.644,0.18,0.47959,0.01,0.95916,0.023,0.34455,0.0081
"Ref_GandHBias1","g=0.5",-2,TRUE,0.9226,0.032,0.61534,0.039,1.2297,0.055,0,0.23,1.8893,0.19,9.0875,1.2,0.40556,0.25,2.7441,0.15,0.50705,0.01,0.98283,0.019,0.3691,0.0087
"Ref_GandHBias1","g=0.6",-2,TRUE,1.1395,0.038,1.0583,0.04,1.2476,0.05,0,0.23,1.7088,0.17,7.5064,1,0.37444,0.19,3.4286,0.13,0.51247,0.0092,0.88188,0.017,0.37928,0.0076
"Ref_GandHBias1","g=0.7",-2,TRUE,1.1007,0.041,1.0168,0.043,1.3524,0.099,0,0.24,2.9307,0.62,20.483,6.4,0.66755,0.24,3.407,0.15,0.53586,0.011,0.88703,0.018,0.39637,0.0086
"Ref_GandHBias1","g=0.8",-2,TRUE,1.0897,0.049,0.95425,0.052,1.6361,0.11,0,0.15,3.2861,0.35,19.747,3.5,1.1166,0.32,3.9773,0.28,0.59439,0.011,0.92169,0.018,0.44639,0.0096
"Ref_GandHBias1","g=0.9",-2,TRUE,0.91559,0.043,0.55715,0.049,1.517,0.11,5.5511e-17,0.21,3.3889,0.43,21.417,4.7,1.5755,0.41,3.1581,0.19,0.56559,0.013,1.0935,0.018,0.41857,0.012
"Ref_GandHBias1","g=1",-2,TRUE,1.2948,0.066,1.2318,0.067,2.1158,0.18,2.7756e-17,0.077,4.2267,0.57,30.748,6.8,2.1366,0.48,4.8216,0.34,0.6348,0.012,0.94629,0.017,0.48134,0.01
"Ref_GandHBias2","g=0.1",-2,TRUE,0.85779,0.022,0.35201,0.033,1.046,0.026,-1.1102e-16,0.23,0.42697,0.11,3.5446,0.32,-0.071619,0.12,2.234,0.072,0.42875,0.0088,0.8868,0.018,0.31025,0.0071
"Ref_GandHBias2","g=0.2",-2,TRUE,0.78575,0.022,0.17831,0.032,1.0045,0.028,0,0.21,0.63063,0.092,3.6729,0.3,0.13063,0.12,2.0341,0.069,0.43528,0.0087,0.8855,0.019,0.31527,0.007
"Ref_GandHBias2","g=0.3",-2,TRUE,0.81185,0.024,0.37933,0.034,1.0622,0.036,1.1102e-16,0.1,1.1936,0.21,6.0328,1.4,0.32653,0.16,2.3262,0.13,0.47688,0.0094,0.8966,0.018,0.34555,0.0076
"Ref_GandHBias2","g=0.4",-2,TRUE,1.0212,0.032,0.83637,0.037,1.1639,0.042,0,0.2,1.3988,0.15,6.4147,0.8,0.32646,0.18,2.8793,0.13,0.49005,0.0089,0.90244,0.018,0.36068,0.0074
"Ref_GandHBias2","g=0.5",-2,TRUE,1.016,0.03,0.83832,0.035,1.1759,0.039,1.1102e-16,0.19,1.3181,0.14,5.5899,0.78,0.071819,0.15,3.1455,0.11,0.50763,0.0086,0.92026,0.018,0.37949,0.0074
"Ref_GandHBias2","g=0.6",-2,TRUE,0.84861,0.029,0.34416,0.038,1.2133,0.05,0,0.26,1.8213,0.17,7.9264,1.2,0.75225,0.21,2.7531,0.16,0.49832,0.011,0.98658,0.023,0.35375,0.0093
"Ref_GandHBias2","g=0.7",-2,TRUE,1.0404,0.044,0.90472,0.047,1.5185,0.13,0,0.088,3.9608,0.89,34.541,11,0.77385,0.28,3.6098,0.17,0.57826,0.011,0.91974,0.018,0.43393,0.0093
"Ref_GandHBias2","g=0.8",-2,TRUE,1.2418,0.053,1.1996,0.054,1.657,0.11,1.1102e-16,0.074,3.1587,0.38,18.783,4.1,1.0108,0.31,4.1366,0.23,0.57878,0.011,0.92727,0.018,0.42921,0.009
"Ref_GandHBias2","g=0.9",-2,TRUE,1.1576,0.054,1.0336,0.057,1.8243,0.16,1.1102e-16,0.17,4.1513,0.94,35.344,14,1.5863,0.36,4.2511,0.3,0.61238,0.012,0.94095,0.017,0.4681,0.0099
"Ref_GandHBias2","g=1",-2,TRUE,1.2498,0.06,1.204,0.061,1.991,0.17,1.1102e-16,0.12,4.3617,0.6,33.387,7.7,1.7278,0.41,4.5623,0.37,0.6275,0.012,0.90236,0.019,0.47299,0.01
"BOR2019","LDA",-2,TRUE,0.67083,0.039,0.27907,0.047,1.0513,0.095,0,0.14,2.7311,0.65,16.829,6.2,1.4295,0.45,2.2753,0.2,0.53005,0.018,0.98446,0.031,0.37885,0.015
"BOR2019","LDA + SOC",-2,TRUE,0.67746,0.036,0.021832,0.047,1.0425,0.096,-1.1102e-16,0.19,2.7873,0.67,17.352,6.5,1.5132,0.46,2.0162,0.19,0.49764,0.019,0.89905,0.032,0.35289,0.014
"BOR2019","PBE",-2,TRUE,0.65015,0.038,0.32227,0.045,1.0063,0.095,5.5511e-17,0.15,2.8112,0.73,18.327,7.2,1.4617,0.46,2.2209,0.18,0.53125,0.018,0.974,0.028,0.3828,0.015
"BOR2019","PBE + SOC",-2,TRUE,0.64255,0.038,0.34632,0.044,0.99349,0.096,0,0.19,2.923,0.76,19.274,7.6,1.4981,0.46,2.2415,0.19,0.52994,0.019,1.01,0.029,0.38191,0.016
"BOR2019","PBE_SOL",-2,TRUE,0.65279,0.037,0.17318,0.046,1.0199,0.091,0,0.13,2.6601,0.66,16.434,6.2,1.3856,0.45,2.1252,0.18,0.51843,0.019,0.957,0.038,0.36765,0.015
"BOR2019","HLE16",-2,TRUE,0.59432,0.034,0.38094,0.041,0.86463,0.079,0,0.08,2.6422,0.65,17.47,5.2,1.4767,0.38,1.8638,0.17,0.53387,0.017,0.95033,0.03,0.3871,0.014
"BOR2019","HLE16 + SOC",-2,TRUE,0.56514,0.034,0.43104,0.038,0.82667,0.085,0,0.1,3.1225,0.73,21.514,6.6,1.5268,0.39,1.8433,0.17,0.55395,0.017,0.96808,0.028,0.40728,0.014
"BOR2019","BJ",-2,TRUE,0.56093,0.032,0.29348,0.038,0.84474,0.072,0,0.051,2.4676,0.6,14.907,5.3,1.5981,0.46,1.8507,0.18,0.53101,0.018,0.91466,0.033,0.38045,0.014
"BOR2019","mBJ",-2,TRUE,0.46874,0.021,0.062289,0.03,0.64674,0.035,0,0.093,0.92502,0.31,6.4331,1.4,0.66976,0.28,1.3177,0.067,0.47485,0.014,0.87987,0.028,0.34544,0.011
"BOR2019","SCAN",-2,TRUE,0.58193,0.033,0.26695,0.04,0.89599,0.085,0,0.14,2.7706,0.77,18.724,7.4,1.4436,0.44,1.9277,0.18,0.52344,0.018,0.92317,0.033,0.37669,0.014
"BOR2019","HSE06",-2,TRUE,0.52044,0.029,0.0033955,0.036,0.82011,0.073,0,0.063,2.3014,0.79,16.734,6.8,2.551,0.48,1.6488,0.13,0.54053,0.017,0.9272,0.026,0.39726,0.013
"BOR2019","HSE14",-2,TRUE,0.5953,0.028,-0.26695,0.036,0.8019,0.054,0,0.2,0.87491,0.57,9.8778,2.7,2.278,0.39,1.7852,0.12,0.49229,0.015,0.89968,0.03,0.35421,0.012
"BOR2019","HSE_mix",-2,TRUE,0.62992,0.03,-0.36844,0.038,0.8295,0.045,0,0.12,-0.70286,0.32,6.7952,1.3,1.9308,0.38,1.9419,0.12,0.51442,0.014,0.86285,0.027,0.3767,0.012
"BOR2019","PBE0",-2,TRUE,0.53029,0.029,0.077413,0.037,0.84175,0.07,0,0.085,1.9904,0.71,14.514,5.4,2.7372,0.47,1.8128,0.15,0.54345,0.016,0.96894,0.027,0.39972,0.014
"BOR2019","PBE0_mix",-2,TRUE,0.66581,0.032,-0.21329,0.043,0.94586,0.049,0,0.14,-1.0641,0.22,6.0762,0.92,1.7312,0.37,2.0757,0.12,0.51413,0.014,0.9554,0.027,0.38069,0.012
"NAR2019","G4MP2",-2,TRUE,0.79577,0.034,0.12941,0.048,1.0567,0.046,0,0.16,-0.34753,0.22,4.4332,0.72,0.93653,0.26,2.2205,0.11,0.46766,0.013,0.86959,0.027,0.34426,0.011
"NAR2019","B3LYP",-2,TRUE,2.5673,0.12,0.58366,0.17,3.6745,0.32,0,0.79,1.9095,0.82,15.445,6.5,0.92402,0.3,6.8973,0.53,0.4711,0.017,0.93061,0.034,0.33677,0.012
"NAR2019","M06-2X",-2,TRUE,3.8108,0.16,3.6425,0.17,3.4561,0.2,0,1.9,1.242,0.42,7.1166,2.7,-0.20508,0.18,9.5786,0.44,0.45578,0.015,0.76125,0.027,0.33395,0.012
"NAR2019","wB97X-D",-2,TRUE,1.9402,0.099,1.0333,0.13,2.654,0.25,0,0.56,2.13,0.93,17.66,7.7,0.53333,0.23,5.6018,0.39,0.48254,0.017,0.93236,0.034,0.34437,0.013
"PER2018","B3LYP",-2,TRUE,0.90053,0.083,0.2689,0.1,1.5103,0.12,0,0.11,1.614,0.3,7.2574,1.1,4.9254,0.96,3.935,0.49,0.61378,0.017,0.99191,0.033,0.46759,0.018
"PER2018","B97-1",-2,TRUE,0.73212,0.054,-0.33251,0.069,1.0514,0.082,0,0.12,0.25805,0.39,6.6806,0.75,3.475,0.72,2.6903,0.25,0.54725,0.018,0.95049,0.044,0.40239,0.017
"PER2018","BH&HLYP",-2,TRUE,2.5644,0.19,1.7723,0.23,3.4953,0.24,0,0.35,1.3889,0.25,5.6335,1.1,0.60202,0.48,8.725,0.61,0.56114,0.018,0.94883,0.039,0.42558,0.017
"PER2018","BLYP",-2,TRUE,1.6351,0.12,-1.1685,0.14,2.2323,0.17,0,0.45,-1.2904,0.27,6.5931,0.87,3.4699,0.78,6.1218,0.8,0.55467,0.02,0.97604,0.038,0.40886,0.018
"PER2018","CAM-B3LYP",-2,TRUE,0.90398,0.091,0.5498,0.1,1.5431,0.12,0,0.067,1.7781,0.26,6.611,1.1,5.1012,1.3,4.1318,0.37,0.66299,0.015,0.99229,0.042,0.5301,0.017
"PER2018","LC-ωPBE",-2,TRUE,1.0392,0.09,0.46393,0.11,1.6697,0.14,0,0.13,1.7247,0.35,8.0118,1.8,2.8174,0.82,4.1147,0.48,0.60233,0.02,0.98392,0.037,0.456,0.019
"PER2018","PBE",-2,TRUE,1.9754,0.14,-1.2591,0.17,2.6678,0.2,0,0.45,-1.335,0.23,6.041,0.86,1.9695,0.52,6.7914,0.83,0.53174,0.021,0.92069,0.041,0.38947,0.018
"PER2018","PBE0",-2,TRUE,0.92312,0.074,0.24639,0.096,1.442,0.12,0,0.16,1.7744,0.21,7.1871,1,2.994,0.86,3.2768,0.5,0.56752,0.021,0.90517,0.035,0.42326,0.019
"PER2018","PW86PBE",-2,TRUE,1.8592,0.14,-1.3722,0.16,2.4625,0.2,0,0.46,-1.4858,0.27,7.0637,1.1,2.6844,0.59,6.7482,1,0.53565,0.021,0.9748,0.049,0.38452,0.019
"SCH2018","LDA",-2,TRUE,0.39179,0.021,0.084615,0.035,0.48557,0.024,0,0.22,0.14917,0.14,2.8664,0.22,0.13764,0.23,0.97857,0.056,0.41408,0.018,0.91262,0.042,0.2995,0.015
"SCH2018","PBE",-2,TRUE,0.18687,0.0099,0.093231,0.016,0.21256,0.0094,0,0.078,-0.11044,0.12,2.5127,0.18,-0.089637,0.22,0.41837,0.023,0.4139,0.02,0.77526,0.04,0.30877,0.017
"SCH2018","RPBE",-2,TRUE,0.18241,0.01,0.13831,0.013,0.18856,0.0076,0,0.061,0.10973,0.12,2.2494,0.16,-0.64345,0.2,0.43975,0.023,0.44998,0.02,0.83201,0.038,0.33975,0.017
"SCH2018","vdW-DF2",-2,TRUE,0.2179,0.012,-0.10672,0.017,0.25419,0.011,0,0.11,-0.17486,0.13,2.6425,0.19,-0.059188,0.27,0.55078,0.041,0.42454,0.019,0.85009,0.045,0.30677,0.016
"SCH2018","BEEF-vdW",-2,TRUE,0.1461,0.0082,-0.029487,0.013,0.18237,0.0083,0,0.046,-0.16862,0.11,2.5156,0.17,-0.088302,0.27,0.35088,0.018,0.43023,0.018,0.82851,0.047,0.32655,0.015
"SCH2018","mBEEF",-2,TRUE,0.2321,0.017,-0.2121,0.018,0.24212,0.014,0,0.068,-0.99989,0.14,3.4797,0.46,0.23825,0.32,0.73916,0.041,0.50302,0.018,0.89191,0.04,0.37182,0.016
"SCH2018","mBEEF-vdW",-2,TRUE,0.24692,0.015,-0.15379,0.021,0.2848,0.014,0,0.12,-0.55838,0.13,2.9858,0.33,0.0010874,0.29,0.71897,0.035,0.44431,0.018,0.91758,0.046,0.32193,0.015
"THA2015","M11",-2,TRUE,2.4326,0.21,-0.16246,0.31,3.3924,0.26,0,0.8,-0.5055,0.22,4.0579,0.49,1.8047,0.46,7.7311,0.58,0.49791,0.022,0.98171,0.048,0.3705,0.02
"THA2015","M06-2X",-2,TRUE,2.4089,0.21,-0.46278,0.3,3.3224,0.26,1.1102e-16,1.1,-0.58104,0.23,4.2259,0.52,1.5125,0.43,7.8812,0.6,0.48075,0.024,1.0808,0.062,0.34562,0.022
"THA2015","ωB97",-2,TRUE,2.9329,0.2,1.183,0.32,3.5207,0.28,0,1.3,-0.77873,0.26,4.2407,0.66,0.86613,0.46,7.4414,0.77,0.41909,0.025,0.82371,0.05,0.30423,0.02
"THA2015","LC-τHCTH",-2,TRUE,2.4956,0.2,-0.37589,0.3,3.3227,0.25,0,1.3,-0.56998,0.25,3.9919,0.51,0.7235,0.44,7.3717,0.77,0.45505,0.025,0.95326,0.059,0.32269,0.021
"THA2015","HISS",-2,TRUE,2.751,0.2,1.4044,0.3,3.2549,0.26,5.5511e-17,1.1,-0.58699,0.25,4.2237,0.5,1.4216,0.46,7.4756,0.79,0.44177,0.025,0.83717,0.052,0.32419,0.021
"THA2015","LC-ωPBE",-2,TRUE,2.5834,0.22,-1.022,0.31,3.4775,0.28,2.2204e-16,0.84,-0.87477,0.25,4.3539,0.66,1.1671,0.54,8.2141,0.98,0.49022,0.025,0.954,0.05,0.35823,0.022
"THA2015","MP2",-2,TRUE,2.9333,0.24,-1.9693,0.32,3.513,0.34,2.2204e-16,1.2,0.18564,0.61,6.0764,1.8,1.0802,0.64,9.176,0.84,0.48052,0.024,0.92736,0.051,0.34711,0.021
"WU2015","HF",-2,TRUE,2.232,0.17,0.19953,0.22,2.9539,0.24,2.2204e-16,0.85,-0.86448,0.32,4.8087,1.2,0.45803,0.39,5.9129,0.55,0.4525,0.023,0.85175,0.046,0.33266,0.019
